"Pink",5,"2018-05-23T22:32:40.329Z","color","User 0"
"Red",1,"2018-05-23T22:32:40.329Z","color","User 0"
"Purple",6,"2018-05-23T22:32:40.329Z","color","User 0"
"Black",2,"2018-05-23T22:32:40.329Z","color","User 0"
"Beige",2,"2018-05-23T22:32:40.329Z","color","User 0"
"Brown",3,"2018-05-23T22:32:40.329Z","color","User 0"
"Yellow",2,"2018-05-23T22:32:40.329Z","color","User 0"
"Grey",2,"2018-05-23T22:32:40.329Z","color","User 0"
"Crystal",5,"2018-05-23T22:32:40.329Z","color","User 0"
"Blue",7,"2018-05-23T22:32:40.329Z","color","User 0"
"White",1,"2018-05-23T22:32:40.329Z","color","User 0"
"Herz",3,"2018-05-23T22:32:40.329Z","shape","User 0"
"Rund",21,"2018-05-23T22:32:40.329Z","shape","User 0"
"Oval",1,"2018-05-23T22:32:40.329Z","shape","User 0"
"Tropfen",2,"2018-05-23T22:32:40.329Z","shape","User 0"
"Tier",3,"2018-05-23T22:32:40.329Z","shape","User 0"
"Pink",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Purple",7,"2018-05-24T22:30:32.411Z","color","User 0"
"Blue",5,"2018-05-24T22:30:32.411Z","color","User 0"
"Crystal",3,"2018-05-24T22:30:32.411Z","color","User 0"
"White",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Brown",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Black",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Grey",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Beige",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Yellow",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Red",2,"2018-05-24T22:30:32.411Z","color","User 0"
"Rund",13,"2018-05-24T22:30:32.411Z","shape","User 0"
"Tropfen",3,"2018-05-24T22:30:32.411Z","shape","User 0"
"Stern",3,"2018-05-24T22:30:32.411Z","shape","User 0"
"Herz",1,"2018-05-24T22:30:32.411Z","shape","User 0"
"Ring",1,"2018-05-24T22:30:32.411Z","shape","User 0"
"Blume",1,"2018-05-24T22:30:32.411Z","shape","User 0"
"Navette",1,"2018-05-24T22:30:32.411Z","shape","User 0"
"Andere Form",1,"2018-05-24T22:30:32.411Z","shape","User 0"
"Oval",1,"2018-05-24T22:30:32.411Z","shape","User 0"
"Symbol",1,"2018-05-24T22:30:32.411Z","shape","User 0"
"Red",2,"2018-05-25T22:34:15.829Z","color","User 0"
"Brown",4,"2018-05-25T22:34:15.829Z","color","User 0"
"Pink",7,"2018-05-25T22:34:15.829Z","color","User 0"
"Black",2,"2018-05-25T22:34:15.829Z","color","User 0"
"Purple",1,"2018-05-25T22:34:15.829Z","color","User 0"
"Blue",5,"2018-05-25T22:34:15.829Z","color","User 0"
"Green",3,"2018-05-25T22:34:15.829Z","color","User 0"
"Beige",3,"2018-05-25T22:34:15.829Z","color","User 0"
"Yellow",1,"2018-05-25T22:34:15.829Z","color","User 0"
"White",1,"2018-05-25T22:34:15.829Z","color","User 0"
"Crystal",2,"2018-05-25T22:34:15.829Z","color","User 0"
"Grey",2,"2018-05-25T22:34:15.829Z","color","User 0"
"Rund",19,"2018-05-25T22:34:15.829Z","shape","User 0"
"Asymmetrisch",2,"2018-05-25T22:34:15.829Z","shape","User 0"
"Herz",3,"2018-05-25T22:34:15.829Z","shape","User 0"
"Oval",1,"2018-05-25T22:34:15.829Z","shape","User 0"
"Tier",5,"2018-05-25T22:34:15.829Z","shape","User 0"
"Tropfen",1,"2018-05-25T22:34:15.829Z","shape","User 0"
"Stern",1,"2018-05-25T22:34:15.829Z","shape","User 0"
"Brown",1,"2018-05-26T23:12:55.891Z","color","User 0"
"Crystal",1,"2018-05-26T23:12:55.891Z","color","User 0"
"Red",1,"2018-05-26T23:12:55.891Z","color","User 0"
"Black",1,"2018-05-26T23:12:55.891Z","color","User 0"
"Grey",1,"2018-05-26T23:12:55.891Z","color","User 0"
"Rund",4,"2018-05-26T23:12:55.891Z","shape","User 0"
"Symbol",1,"2018-05-26T23:12:55.891Z","shape","User 0"
"Pink",8,"2018-10-23T22:27:02.137Z","color","User 1"
"Blue",4,"2018-10-23T22:27:02.137Z","color","User 1"
"Grey",4,"2018-10-23T22:27:02.137Z","color","User 1"
"Beige",2,"2018-10-23T22:27:02.137Z","color","User 1"
"Brown",2,"2018-10-23T22:27:02.137Z","color","User 1"
"Yellow",2,"2018-10-23T22:27:02.137Z","color","User 1"
"Green",1,"2018-10-23T22:27:02.137Z","color","User 1"
"Purple",3,"2018-10-23T22:27:02.137Z","color","User 1"
"Red",2,"2018-10-23T22:27:02.137Z","color","User 1"
"White",2,"2018-10-23T22:27:02.137Z","color","User 1"
"Orange",1,"2018-10-23T22:27:02.137Z","color","User 1"
"Crystal",3,"2018-10-23T22:27:02.137Z","color","User 1"
"Rund",8,"2018-10-23T22:27:02.137Z","shape","User 1"
"Viereck",2,"2018-10-23T22:27:02.137Z","shape","User 1"
"Trapez",1,"2018-10-23T22:27:02.137Z","shape","User 1"
"Tropfen",2,"2018-10-23T22:27:02.137Z","shape","User 1"
"Rechteck",2,"2018-10-23T22:27:02.137Z","shape","User 1"
"Dreieck",2,"2018-10-23T22:27:02.137Z","shape","User 1"
"Baguette",1,"2018-10-23T22:27:02.137Z","shape","User 1"
"Herz",1,"2018-10-23T22:27:02.137Z","shape","User 1"
"Blume",1,"2018-10-23T22:27:02.137Z","shape","User 1"
"Navette",2,"2018-10-23T22:27:02.137Z","shape","User 1"
"Hexagon",1,"2018-10-23T22:27:02.137Z","shape","User 1"
"Tier",1,"2018-10-23T22:27:02.137Z","shape","User 1"
"Blue",8,"2018-10-24T22:40:46.263Z","color","User 1"
"Purple",4,"2018-10-24T22:40:46.263Z","color","User 1"
"Grey",6,"2018-10-24T22:40:46.263Z","color","User 1"
"Black",5,"2018-10-24T22:40:46.263Z","color","User 1"
"Crystal",2,"2018-10-24T22:40:46.263Z","color","User 1"
"White",1,"2018-10-24T22:40:46.263Z","color","User 1"
"Green",1,"2018-10-24T22:40:46.263Z","color","User 1"
"Pink",4,"2018-10-24T22:40:46.263Z","color","User 1"
"Red",4,"2018-10-24T22:40:46.263Z","color","User 1"
"Yellow",1,"2018-10-24T22:40:46.263Z","color","User 1"
"Orange",2,"2018-10-24T22:40:46.263Z","color","User 1"
"Brown",4,"2018-10-24T22:40:46.263Z","color","User 1"
